sample,station,date_sample,depth_m,species_name,size_class_cm,abundance,project
FI00036,SD9,1/28/1992,90,Parophrys vetulus,24,1,PLOO
FI00036,SD9,1/28/1992,90,Porichthys notatus,6,1,PLOO
FI00036,SD9,1/28/1992,90,Porichthys notatus,7,1,PLOO
FI00036,SD9,1/28/1992,90,Porichthys notatus,9,1,PLOO
FI00036,SD9,1/28/1992,90,Porichthys notatus,10,6,PLOO
FI00036,SD9,1/28/1992,90,Porichthys notatus,11,1,PLOO
FI00036,SD9,1/28/1992,90,Scorpaena guttata,21,1,PLOO
FI00036,SD9,1/28/1992,90,Sebastes dallii,12,1,PLOO
FI00036,SD9,1/28/1992,90,Sebastes hopkinsi,9,1,PLOO
FI00036,SD9,1/28/1992,90,Sebastes hopkinsi,12,1,PLOO
FI00036,SD9,1/28/1992,90,Sebastes hopkinsi,13,1,PLOO
FI00036,SD9,1/28/1992,90,Sebastes hopkinsi,14,1,PLOO
FI00036,SD9,1/28/1992,90,Sebastes hopkinsi,15,1,PLOO
FI00036,SD9,1/28/1992,90,Sebastes rubrivinctus,9,1,PLOO
FI00036,SD9,1/28/1992,90,Sebastes saxicola,6,2,PLOO
FI00036,SD9,1/28/1992,90,Sebastes saxicola,7,2,PLOO
FI00036,SD9,1/28/1992,90,Sebastes saxicola,8,3,PLOO
FI00036,SD9,1/28/1992,90,Sebastes semicinctus,4,1,PLOO
FI00036,SD9,1/28/1992,90,Sebastes semicinctus,5,1,PLOO
FI00036,SD9,1/28/1992,90,Sebastes semicinctus,12,4,PLOO
FI00036,SD9,1/28/1992,90,Sebastes semicinctus,14,1,PLOO
FI00036,SD9,1/28/1992,90,Symphurus atricaudus,11,1,PLOO
FI00036,SD9,1/28/1992,90,Symphurus atricaudus,14,1,PLOO
FI00036,SD9,1/28/1992,90,Synodus lucioceps,11,2,PLOO
FI00036,SD9,1/28/1992,90,Synodus lucioceps,12,8,PLOO
FI00036,SD9,1/28/1992,90,Synodus lucioceps,13,5,PLOO
FI00036,SD9,1/28/1992,90,Synodus lucioceps,14,4,PLOO
FI00036,SD9,1/28/1992,90,Synodus lucioceps,15,4,PLOO
FI00036,SD9,1/28/1992,90,Synodus lucioceps,16,1,PLOO
FI00036,SD9,1/28/1992,90,Synodus lucioceps,17,2,PLOO
FI00036,SD9,1/28/1992,90,Synodus lucioceps,20,1,PLOO
FI00036,SD9,1/28/1992,90,Zalembius rosaceus,4,5,PLOO
FI00036,SD9,1/28/1992,90,Zalembius rosaceus,5,10,PLOO
FI00036,SD9,1/28/1992,90,Zalembius rosaceus,6,1,PLOO
FI00036,SD9,1/28/1992,90,Zalembius rosaceus,8,1,PLOO
FI00036,SD9,1/28/1992,90,Zalembius rosaceus,9,3,PLOO
FI00036,SD9,1/28/1992,90,Zalembius rosaceus,10,11,PLOO
FI00036,SD9,1/28/1992,90,Zalembius rosaceus,11,4,PLOO
FI00036,SD9,1/28/1992,90,Zalembius rosaceus,12,5,PLOO
FI00036,SD9,1/28/1992,90,Zalembius rosaceus,14,1,PLOO
FI00036,SD9,1/28/1992,90,Zaniolepis latipinnis,12,1,PLOO
FI00036,SD9,1/28/1992,90,Zaniolepis latipinnis,14,2,PLOO
FI00036,SD9,1/28/1992,90,Zaniolepis latipinnis,15,5,PLOO
FI00036,SD9,1/28/1992,90,Zaniolepis latipinnis,16,2,PLOO
FI00037,SD1,1/29/1992,60,Citharichthys sordidus,3,1,PLOO
FI00037,SD1,1/29/1992,60,Citharichthys sordidus,4,3,PLOO
FI00037,SD1,1/29/1992,60,Citharichthys sordidus,5,5,PLOO
FI00037,SD1,1/29/1992,60,Citharichthys sordidus,6,13,PLOO
FI00037,SD1,1/29/1992,60,Citharichthys sordidus,7,3,PLOO
FI00037,SD1,1/29/1992,60,Citharichthys sordidus,8,2,PLOO
FI00037,SD1,1/29/1992,60,Citharichthys sordidus,10,1,PLOO
FI00037,SD1,1/29/1992,60,Citharichthys xanthostigma,6,2,PLOO
FI00037,SD1,1/29/1992,60,Citharichthys xanthostigma,7,9,PLOO
FI00037,SD1,1/29/1992,60,Citharichthys xanthostigma,8,8,PLOO
FI00037,SD1,1/29/1992,60,Citharichthys xanthostigma,9,9,PLOO
FI00037,SD1,1/29/1992,60,Citharichthys xanthostigma,10,4,PLOO
FI00037,SD1,1/29/1992,60,Citharichthys xanthostigma,11,4,PLOO
FI00037,SD1,1/29/1992,60,Citharichthys xanthostigma,12,4,PLOO
FI00037,SD1,1/29/1992,60,Citharichthys xanthostigma,13,1,PLOO
FI00037,SD1,1/29/1992,60,Citharichthys xanthostigma,14,1,PLOO
FI00037,SD1,1/29/1992,60,Genyonemus lineatus,19,2,PLOO
FI00037,SD1,1/29/1992,60,Genyonemus lineatus,20,1,PLOO
FI00037,SD1,1/29/1992,60,Genyonemus lineatus,21,4,PLOO
FI00037,SD1,1/29/1992,60,Genyonemus lineatus,22,5,PLOO
FI00037,SD1,1/29/1992,60,Genyonemus lineatus,23,3,PLOO
FI00037,SD1,1/29/1992,60,Hippoglossina stomata,14,1,PLOO
FI00037,SD1,1/29/1992,60,Icelinus quadriseriatus,3,1,PLOO
FI00037,SD1,1/29/1992,60,Icelinus quadriseriatus,4,6,PLOO
FI00037,SD1,1/29/1992,60,Icelinus quadriseriatus,5,21,PLOO
FI00037,SD1,1/29/1992,60,Icelinus quadriseriatus,6,22,PLOO
FI00037,SD1,1/29/1992,60,Icelinus quadriseriatus,7,9,PLOO
FI00037,SD1,1/29/1992,60,Lepidogobius lepidus,7,1,PLOO
FI00037,SD1,1/29/1992,60,Pleuronichthys verticalis,4,1,PLOO
FI00037,SD1,1/29/1992,60,Pleuronichthys verticalis,16,1,PLOO
FI00037,SD1,1/29/1992,60,Pleuronichthys verticalis,19,1,PLOO
FI00037,SD1,1/29/1992,60,Porichthys notatus,4,1,PLOO
FI00037,SD1,1/29/1992,60,Porichthys notatus,5,3,PLOO
FI00037,SD1,1/29/1992,60,Porichthys notatus,6,4,PLOO
FI00037,SD1,1/29/1992,60,Porichthys notatus,7,1,PLOO
FI00037,SD1,1/29/1992,60,Porichthys notatus,8,2,PLOO
FI00037,SD1,1/29/1992,60,Sebastes saxicola,2,1,PLOO
FI00037,SD1,1/29/1992,60,Sebastes saxicola,7,1,PLOO
FI00037,SD1,1/29/1992,60,Symphurus atricaudus,12,1,PLOO
FI00037,SD1,1/29/1992,60,Symphurus atricaudus,13,1,PLOO
FI00037,SD1,1/29/1992,60,Symphurus atricaudus,14,1,PLOO
FI00037,SD1,1/29/1992,60,Synodus lucioceps,11,4,PLOO
FI00037,SD1,1/29/1992,60,Synodus lucioceps,12,8,PLOO
FI00037,SD1,1/29/1992,60,Synodus lucioceps,13,6,PLOO
FI00037,SD1,1/29/1992,60,Synodus lucioceps,14,1,PLOO
FI00037,SD1,1/29/1992,60,Synodus lucioceps,15,1,PLOO
FI00037,SD1,1/29/1992,60,Synodus lucioceps,16,1,PLOO
FI00037,SD1,1/29/1992,60,Zalembius rosaceus,3,1,PLOO
FI00037,SD1,1/29/1992,60,Zalembius rosaceus,4,5,PLOO
FI00037,SD1,1/29/1992,60,Zalembius rosaceus,5,7,PLOO
FI00037,SD1,1/29/1992,60,Zalembius rosaceus,7,5,PLOO
FI00037,SD1,1/29/1992,60,Zalembius rosaceus,8,18,PLOO
FI00037,SD1,1/29/1992,60,Zalembius rosaceus,9,16,PLOO
FI00037,SD1,1/29/1992,60,Zalembius rosaceus,10,7,PLOO
FI00037,SD1,1/29/1992,60,Zalembius rosaceus,11,1,PLOO
FI00037,SD1,1/29/1992,60,Zaniolepis latipinnis,14,1,PLOO
FI00037,SD1,1/29/1992,60,Zaniolepis latipinnis,16,2,PLOO
FI00038,SD4,1/29/1992,68.6,Citharichthys sordidus,6,2,PLOO
FI00038,SD4,1/29/1992,68.6,Citharichthys sordidus,7,1,PLOO
FI00038,SD4,1/29/1992,68.6,Citharichthys xanthostigma,8,1,PLOO
FI00038,SD4,1/29/1992,68.6,Citharichthys xanthostigma,9,7,PLOO
FI00038,SD4,1/29/1992,68.6,Citharichthys xanthostigma,10,6,PLOO
FI00038,SD4,1/29/1992,68.6,Citharichthys xanthostigma,11,2,PLOO
FI00038,SD4,1/29/1992,68.6,Citharichthys xanthostigma,12,4,PLOO
FI00038,SD4,1/29/1992,68.6,Citharichthys xanthostigma,13,1,PLOO
FI00038,SD4,1/29/1992,68.6,Citharichthys xanthostigma,14,1,PLOO
FI00038,SD4,1/29/1992,68.6,Citharichthys xanthostigma,15,2,PLOO
FI00038,SD4,1/29/1992,68.6,Hippoglossina stomata,16,1,PLOO
FI00038,SD4,1/29/1992,68.6,Icelinus quadriseriatus,4,2,PLOO
FI00038,SD4,1/29/1992,68.6,Icelinus quadriseriatus,5,5,PLOO
FI00038,SD4,1/29/1992,68.6,Icelinus quadriseriatus,6,3,PLOO
FI00038,SD4,1/29/1992,68.6,Icelinus quadriseriatus,7,13,PLOO
FI00038,SD4,1/29/1992,68.6,Icelinus quadriseriatus,8,1,PLOO
FI00038,SD4,1/29/1992,68.6,Lepidogobius lepidus,4,1,PLOO
FI00038,SD4,1/29/1992,68.6,Lepidogobius lepidus,5,2,PLOO
FI00038,SD4,1/29/1992,68.6,Microstomus pacificus,11,1,PLOO
FI00038,SD4,1/29/1992,68.6,Pleuronichthys verticalis,5,1,PLOO
FI00038,SD4,1/29/1992,68.6,Pleuronichthys verticalis,13,1,PLOO
FI00038,SD4,1/29/1992,68.6,Pleuronichthys verticalis,15,1,PLOO
FI00038,SD4,1/29/1992,68.6,Pleuronichthys verticalis,17,1,PLOO
FI00038,SD4,1/29/1992,68.6,Porichthys notatus,5,8,PLOO
FI00038,SD4,1/29/1992,68.6,Porichthys notatus,6,4,PLOO
FI00038,SD4,1/29/1992,68.6,Porichthys notatus,7,5,PLOO
FI00038,SD4,1/29/1992,68.6,Porichthys notatus,9,5,PLOO
FI00038,SD4,1/29/1992,68.6,Porichthys notatus,10,3,PLOO
FI00038,SD4,1/29/1992,68.6,Porichthys notatus,11,1,PLOO
FI00038,SD4,1/29/1992,68.6,Porichthys notatus,12,1,PLOO
FI00038,SD4,1/29/1992,68.6,Porichthys notatus,13,3,PLOO
FI00038,SD4,1/29/1992,68.6,Porichthys notatus,15,1,PLOO
FI00038,SD4,1/29/1992,68.6,Scorpaena guttata,18,2,PLOO
FI00038,SD4,1/29/1992,68.6,Scorpaena guttata,19,3,PLOO
FI00038,SD4,1/29/1992,68.6,Scorpaena guttata,20,5,PLOO
FI00038,SD4,1/29/1992,68.6,Scorpaena guttata,21,1,PLOO
FI00038,SD4,1/29/1992,68.6,Scorpaena guttata,22,1,PLOO
FI00038,SD4,1/29/1992,68.6,Sebastes chlorostictus,6,1,PLOO
FI00038,SD4,1/29/1992,68.6,Symphurus atricaudus,11,1,PLOO
FI00038,SD4,1/29/1992,68.6,Symphurus atricaudus,12,2,PLOO
FI00038,SD4,1/29/1992,68.6,Symphurus atricaudus,13,1,PLOO
FI00038,SD4,1/29/1992,68.6,Symphurus atricaudus,14,1,PLOO
FI00038,SD4,1/29/1992,68.6,Synodus lucioceps,10,1,PLOO
FI00038,SD4,1/29/1992,68.6,Synodus lucioceps,11,1,PLOO
FI00038,SD4,1/29/1992,68.6,Synodus lucioceps,12,6,PLOO
FI00038,SD4,1/29/1992,68.6,Synodus lucioceps,13,4,PLOO
FI00038,SD4,1/29/1992,68.6,Synodus lucioceps,14,1,PLOO
FI00038,SD4,1/29/1992,68.6,Synodus lucioceps,15,2,PLOO
FI00038,SD4,1/29/1992,68.6,Synodus lucioceps,16,1,PLOO
FI00038,SD4,1/29/1992,68.6,Synodus lucioceps,18,1,PLOO
FI00038,SD4,1/29/1992,68.6,Zalembius rosaceus,4,5,PLOO
FI00038,SD4,1/29/1992,68.6,Zalembius rosaceus,5,7,PLOO
FI00038,SD4,1/29/1992,68.6,Zalembius rosaceus,8,9,PLOO
FI00038,SD4,1/29/1992,68.6,Zalembius rosaceus,9,10,PLOO
FI00038,SD4,1/29/1992,68.6,Zalembius rosaceus,10,17,PLOO
FI00038,SD4,1/29/1992,68.6,Zalembius rosaceus,11,4,PLOO
FI00038,SD4,1/29/1992,68.6,Zalembius rosaceus,13,2,PLOO
FI00038,SD4,1/29/1992,68.6,Zaniolepis latipinnis,13,4,PLOO
FI00038,SD4,1/29/1992,68.6,Zaniolepis latipinnis,14,3,PLOO
FI00038,SD4,1/29/1992,68.6,Zaniolepis latipinnis,15,2,PLOO
FI00038,SD4,1/29/1992,68.6,Zaniolepis latipinnis,16,4,PLOO
FI00039,SD5,1/29/1992,70,Chitonotus pugetensis,11,1,PLOO
FI00039,SD5,1/29/1992,70,Citharichthys sordidus,6,3,PLOO
FI00039,SD5,1/29/1992,70,Citharichthys sordidus,7,5,PLOO
FI00039,SD5,1/29/1992,70,Citharichthys sordidus,11,1,PLOO
FI00039,SD5,1/29/1992,70,Citharichthys xanthostigma,4,1,PLOO
FI00039,SD5,1/29/1992,70,Citharichthys xanthostigma,7,1,PLOO
FI00039,SD5,1/29/1992,70,Citharichthys xanthostigma,9,5,PLOO
FI00039,SD5,1/29/1992,70,Citharichthys xanthostigma,10,9,PLOO
FI00039,SD5,1/29/1992,70,Citharichthys xanthostigma,11,6,PLOO
FI00039,SD5,1/29/1992,70,Citharichthys xanthostigma,12,5,PLOO
FI00039,SD5,1/29/1992,70,Citharichthys xanthostigma,13,4,PLOO
FI00039,SD5,1/29/1992,70,Citharichthys xanthostigma,14,1,PLOO
FI00039,SD5,1/29/1992,70,Citharichthys xanthostigma,15,1,PLOO
FI00039,SD5,1/29/1992,70,Genyonemus lineatus,21,1,PLOO
FI00039,SD5,1/29/1992,70,Genyonemus lineatus,23,4,PLOO
FI00039,SD5,1/29/1992,70,Hippoglossina stomata,19,1,PLOO
FI00039,SD5,1/29/1992,70,Icelinus quadriseriatus,4,3,PLOO
FI00039,SD5,1/29/1992,70,Icelinus quadriseriatus,5,9,PLOO
FI00039,SD5,1/29/1992,70,Icelinus quadriseriatus,6,15,PLOO
FI00039,SD5,1/29/1992,70,Icelinus quadriseriatus,7,11,PLOO
FI00039,SD5,1/29/1992,70,Icelinus quadriseriatus,8,1,PLOO
FI00039,SD5,1/29/1992,70,Lepidogobius lepidus,6,1,PLOO
FI00039,SD5,1/29/1992,70,Lepidogobius lepidus,7,2,PLOO
FI00039,SD5,1/29/1992,70,Parophrys vetulus,20,1,PLOO
FI00039,SD5,1/29/1992,70,Parophrys vetulus,23,1,PLOO
FI00039,SD5,1/29/1992,70,Pleuronichthys verticalis,5,1,PLOO
FI00039,SD5,1/29/1992,70,Pleuronichthys verticalis,20,1,PLOO
FI00039,SD5,1/29/1992,70,Porichthys notatus,5,1,PLOO
FI00039,SD5,1/29/1992,70,Porichthys notatus,6,3,PLOO
FI00039,SD5,1/29/1992,70,Porichthys notatus,8,1,PLOO
FI00039,SD5,1/29/1992,70,Porichthys notatus,9,1,PLOO
FI00039,SD5,1/29/1992,70,Porichthys notatus,11,1,PLOO
FI00039,SD5,1/29/1992,70,Porichthys notatus,15,1,PLOO
FI00039,SD5,1/29/1992,70,Scorpaena guttata,18,1,PLOO
FI00039,SD5,1/29/1992,70,Scorpaena guttata,20,2,PLOO
FI00039,SD5,1/29/1992,70,Sebastes saxicola,3,2,PLOO
FI00039,SD5,1/29/1992,70,Sebastes saxicola,7,1,PLOO
FI00039,SD5,1/29/1992,70,Squalus acanthias,48,1,PLOO
FI00039,SD5,1/29/1992,70,Symphurus atricaudus,8,1,PLOO
FI00039,SD5,1/29/1992,70,Symphurus atricaudus,10,2,PLOO
FI00039,SD5,1/29/1992,70,Symphurus atricaudus,12,3,PLOO
FI00039,SD5,1/29/1992,70,Symphurus atricaudus,13,2,PLOO
FI00039,SD5,1/29/1992,70,Symphurus atricaudus,14,2,PLOO
FI00039,SD5,1/29/1992,70,Symphurus atricaudus,15,2,PLOO
FI00039,SD5,1/29/1992,70,Synodus lucioceps,11,5,PLOO
FI00039,SD5,1/29/1992,70,Synodus lucioceps,12,5,PLOO
FI00039,SD5,1/29/1992,70,Synodus lucioceps,13,6,PLOO
FI00039,SD5,1/29/1992,70,Synodus lucioceps,14,4,PLOO
FI00039,SD5,1/29/1992,70,Synodus lucioceps,15,1,PLOO
FI00039,SD5,1/29/1992,70,Synodus lucioceps,16,1,PLOO
FI00039,SD5,1/29/1992,70,Synodus lucioceps,21,1,PLOO
FI00039,SD5,1/29/1992,70,Zalembius rosaceus,4,3,PLOO
FI00039,SD5,1/29/1992,70,Zalembius rosaceus,5,29,PLOO
FI00039,SD5,1/29/1992,70,Zalembius rosaceus,7,2,PLOO
FI00039,SD5,1/29/1992,70,Zalembius rosaceus,8,7,PLOO
FI00039,SD5,1/29/1992,70,Zalembius rosaceus,9,16,PLOO
FI00039,SD5,1/29/1992,70,Zalembius rosaceus,10,14,PLOO
FI00039,SD5,1/29/1992,70,Zalembius rosaceus,11,9,PLOO
FI00039,SD5,1/29/1992,70,Zalembius rosaceus,12,3,PLOO
FI00039,SD5,1/29/1992,70,Zalembius rosaceus,13,3,PLOO
FI00039,SD5,1/29/1992,70,Zaniolepis latipinnis,14,5,PLOO
FI00039,SD5,1/29/1992,70,Zaniolepis latipinnis,15,6,PLOO
FI00039,SD5,1/29/1992,70,Zaniolepis latipinnis,16,3,PLOO
FI00040,SD6,1/29/1992,60,Chilara taylori,10,1,PLOO
FI00040,SD6,1/29/1992,60,Chilara taylori,11,1,PLOO
FI00040,SD6,1/29/1992,60,Chilara taylori,15,1,PLOO
FI00040,SD6,1/29/1992,60,Chilara taylori,16,3,PLOO
FI00040,SD6,1/29/1992,60,Chilara taylori,17,1,PLOO
FI00040,SD6,1/29/1992,60,Chilara taylori,18,1,PLOO
FI00040,SD6,1/29/1992,60,Chilara taylori,19,3,PLOO
FI00040,SD6,1/29/1992,60,Chilara taylori,20,1,PLOO
FI00040,SD6,1/29/1992,60,Chilara taylori,23,1,PLOO
FI00040,SD6,1/29/1992,60,Chilara taylori,27,1,PLOO
FI00040,SD6,1/29/1992,60,Citharichthys fragilis,5,1,PLOO
FI00040,SD6,1/29/1992,60,Citharichthys fragilis,6,1,PLOO
FI00040,SD6,1/29/1992,60,Citharichthys sordidus,6,2,PLOO
FI00040,SD6,1/29/1992,60,Citharichthys sordidus,7,2,PLOO
FI00040,SD6,1/29/1992,60,Citharichthys xanthostigma,3,2,PLOO
FI00040,SD6,1/29/1992,60,Citharichthys xanthostigma,4,1,PLOO
FI00040,SD6,1/29/1992,60,Citharichthys xanthostigma,6,1,PLOO
FI00040,SD6,1/29/1992,60,Citharichthys xanthostigma,7,7,PLOO
FI00040,SD6,1/29/1992,60,Citharichthys xanthostigma,8,15,PLOO
FI00040,SD6,1/29/1992,60,Citharichthys xanthostigma,9,19,PLOO
FI00040,SD6,1/29/1992,60,Citharichthys xanthostigma,10,19,PLOO
FI00040,SD6,1/29/1992,60,Citharichthys xanthostigma,11,11,PLOO
FI00040,SD6,1/29/1992,60,Citharichthys xanthostigma,12,10,PLOO
FI00040,SD6,1/29/1992,60,Citharichthys xanthostigma,13,9,PLOO
FI00040,SD6,1/29/1992,60,Citharichthys xanthostigma,14,10,PLOO
FI00040,SD6,1/29/1992,60,Citharichthys xanthostigma,15,2,PLOO
FI00040,SD6,1/29/1992,60,Genyonemus lineatus,19,2,PLOO
FI00040,SD6,1/29/1992,60,Genyonemus lineatus,20,3,PLOO
FI00040,SD6,1/29/1992,60,Genyonemus lineatus,21,3,PLOO
FI00040,SD6,1/29/1992,60,Genyonemus lineatus,22,2,PLOO
FI00040,SD6,1/29/1992,60,Genyonemus lineatus,23,2,PLOO
FI00040,SD6,1/29/1992,60,Genyonemus lineatus,24,1,PLOO
FI00040,SD6,1/29/1992,60,Genyonemus lineatus,25,3,PLOO
FI00040,SD6,1/29/1992,60,Hippoglossina stomata,17,1,PLOO
FI00040,SD6,1/29/1992,60,Hippoglossina stomata,18,1,PLOO
FI00040,SD6,1/29/1992,60,Hippoglossina stomata,19,1,PLOO
FI00040,SD6,1/29/1992,60,Hippoglossina stomata,21,1,PLOO
FI00040,SD6,1/29/1992,60,Icelinus quadriseriatus,4,3,PLOO
FI00040,SD6,1/29/1992,60,Icelinus quadriseriatus,5,35,PLOO
FI00040,SD6,1/29/1992,60,Icelinus quadriseriatus,6,40,PLOO
FI00040,SD6,1/29/1992,60,Icelinus quadriseriatus,7,26,PLOO
FI00040,SD6,1/29/1992,60,Icelinus quadriseriatus,8,5,PLOO
FI00040,SD6,1/29/1992,60,Odontopyxis trispinosa,6,2,PLOO
FI00040,SD6,1/29/1992,60,Odontopyxis trispinosa,8,1,PLOO
FI00040,SD6,1/29/1992,60,Odontopyxis trispinosa,9,1,PLOO
FI00040,SD6,1/29/1992,60,Pleuronichthys verticalis,18,1,PLOO
FI00040,SD6,1/29/1992,60,Porichthys notatus,4,3,PLOO
FI00040,SD6,1/29/1992,60,Porichthys notatus,5,8,PLOO
FI00040,SD6,1/29/1992,60,Porichthys notatus,6,8,PLOO
FI00040,SD6,1/29/1992,60,Porichthys notatus,7,3,PLOO
FI00040,SD6,1/29/1992,60,Porichthys notatus,8,6,PLOO
FI00040,SD6,1/29/1992,60,Porichthys notatus,9,1,PLOO
FI00040,SD6,1/29/1992,60,Porichthys notatus,10,4,PLOO
FI00040,SD6,1/29/1992,60,Porichthys notatus,11,1,PLOO
FI00040,SD6,1/29/1992,60,Porichthys notatus,13,2,PLOO
FI00040,SD6,1/29/1992,60,Porichthys notatus,14,3,PLOO
FI00040,SD6,1/29/1992,60,Porichthys notatus,15,2,PLOO
FI00040,SD6,1/29/1992,60,Raja inornata,35,1,PLOO
FI00040,SD6,1/29/1992,60,Scorpaena guttata,18,1,PLOO
FI00040,SD6,1/29/1992,60,Scorpaena guttata,19,1,PLOO
FI00040,SD6,1/29/1992,60,Scorpaena guttata,20,3,PLOO
FI00040,SD6,1/29/1992,60,Scorpaena guttata,21,2,PLOO
FI00040,SD6,1/29/1992,60,Scorpaena guttata,22,1,PLOO
FI00040,SD6,1/29/1992,60,Scorpaena guttata,24,1,PLOO
FI00040,SD6,1/29/1992,60,Sebastes saxicola,7,1,PLOO
FI00040,SD6,1/29/1992,60,Symphurus atricaudus,6,1,PLOO
FI00040,SD6,1/29/1992,60,Symphurus atricaudus,7,1,PLOO
FI00040,SD6,1/29/1992,60,Symphurus atricaudus,9,5,PLOO
FI00040,SD6,1/29/1992,60,Symphurus atricaudus,10,2,PLOO
FI00040,SD6,1/29/1992,60,Symphurus atricaudus,11,2,PLOO
FI00040,SD6,1/29/1992,60,Symphurus atricaudus,12,2,PLOO
FI00040,SD6,1/29/1992,60,Symphurus atricaudus,13,6,PLOO
FI00040,SD6,1/29/1992,60,Symphurus atricaudus,14,10,PLOO
FI00040,SD6,1/29/1992,60,Symphurus atricaudus,15,6,PLOO
FI00040,SD6,1/29/1992,60,Symphurus atricaudus,16,4,PLOO
FI00040,SD6,1/29/1992,60,Synodus lucioceps,13,1,PLOO
FI00040,SD6,1/29/1992,60,Synodus lucioceps,32,1,PLOO
FI00040,SD6,1/29/1992,60,Synodus lucioceps,37,1,PLOO
FI00040,SD6,1/29/1992,60,Xystreurys liolepis,15,1,PLOO
FI00040,SD6,1/29/1992,60,Zalembius rosaceus,4,14,PLOO
FI00040,SD6,1/29/1992,60,Zalembius rosaceus,5,34,PLOO
FI00040,SD6,1/29/1992,60,Zalembius rosaceus,7,4,PLOO
FI00040,SD6,1/29/1992,60,Zalembius rosaceus,8,2,PLOO
FI00040,SD6,1/29/1992,60,Zalembius rosaceus,9,12,PLOO
FI00040,SD6,1/29/1992,60,Zalembius rosaceus,10,20,PLOO
FI00040,SD6,1/29/1992,60,Zalembius rosaceus,11,20,PLOO
FI00040,SD6,1/29/1992,60,Zalembius rosaceus,12,5,PLOO
FI00040,SD6,1/29/1992,60,Zalembius rosaceus,13,2,PLOO
FI00040,SD6,1/29/1992,60,Zalembius rosaceus,14,1,PLOO
FI00040,SD6,1/29/1992,60,Zaniolepis latipinnis,12,1,PLOO
FI00040,SD6,1/29/1992,60,Zaniolepis latipinnis,13,7,PLOO
FI00040,SD6,1/29/1992,60,Zaniolepis latipinnis,14,5,PLOO
FI00040,SD6,1/29/1992,60,Zaniolepis latipinnis,15,7,PLOO
FI00040,SD6,1/29/1992,60,Zaniolepis latipinnis,16,3,PLOO
FI00040,SD6,1/29/1992,60,Zaniolepis latipinnis,17,1,PLOO
FI00041,SD2,1/30/1992,64.9,Citharichthys xanthostigma,4,1,PLOO
FI00041,SD2,1/30/1992,64.9,Citharichthys xanthostigma,7,1,PLOO
FI00041,SD2,1/30/1992,64.9,Citharichthys xanthostigma,8,3,PLOO
FI00041,SD2,1/30/1992,64.9,Citharichthys xanthostigma,9,22,PLOO
FI00041,SD2,1/30/1992,64.9,Citharichthys xanthostigma,10,13,PLOO
FI00041,SD2,1/30/1992,64.9,Citharichthys xanthostigma,11,1,PLOO
FI00041,SD2,1/30/1992,64.9,Citharichthys xanthostigma,12,5,PLOO
FI00041,SD2,1/30/1992,64.9,Citharichthys xanthostigma,13,4,PLOO
FI00041,SD2,1/30/1992,64.9,Citharichthys xanthostigma,14,1,PLOO
FI00041,SD2,1/30/1992,64.9,Citharichthys xanthostigma,16,1,PLOO
FI00041,SD2,1/30/1992,64.9,Genyonemus lineatus,20,2,PLOO
FI00041,SD2,1/30/1992,64.9,Genyonemus lineatus,21,1,PLOO
FI00041,SD2,1/30/1992,64.9,Genyonemus lineatus,22,1,PLOO
FI00041,SD2,1/30/1992,64.9,Genyonemus lineatus,23,3,PLOO
FI00041,SD2,1/30/1992,64.9,Genyonemus lineatus,24,2,PLOO
FI00041,SD2,1/30/1992,64.9,Genyonemus lineatus,25,4,PLOO
FI00041,SD2,1/30/1992,64.9,Genyonemus lineatus,26,7,PLOO
FI00041,SD2,1/30/1992,64.9,Genyonemus lineatus,27,1,PLOO
FI00041,SD2,1/30/1992,64.9,Genyonemus lineatus,28,1,PLOO
FI00041,SD2,1/30/1992,64.9,Hippoglossina stomata,19,1,PLOO
FI00041,SD2,1/30/1992,64.9,Icelinus quadriseriatus,4,4,PLOO
FI00041,SD2,1/30/1992,64.9,Icelinus quadriseriatus,5,6,PLOO
FI00041,SD2,1/30/1992,64.9,Icelinus quadriseriatus,6,10,PLOO
FI00041,SD2,1/30/1992,64.9,Icelinus quadriseriatus,7,12,PLOO
FI00041,SD2,1/30/1992,64.9,Icelinus quadriseriatus,8,1,PLOO
FI00041,SD2,1/30/1992,64.9,Lepidogobius lepidus,4,2,PLOO
FI00041,SD2,1/30/1992,64.9,Lepidogobius lepidus,5,5,PLOO
FI00041,SD2,1/30/1992,64.9,Parophrys vetulus,21,2,PLOO
FI00041,SD2,1/30/1992,64.9,Parophrys vetulus,22,2,PLOO
FI00041,SD2,1/30/1992,64.9,Pleuronectidae,2,1,PLOO
FI00041,SD2,1/30/1992,64.9,Pleuronectidae,4,2,PLOO
FI00041,SD2,1/30/1992,64.9,Pleuronichthys verticalis,15,1,PLOO
FI00041,SD2,1/30/1992,64.9,Pleuronichthys verticalis,17,2,PLOO
FI00041,SD2,1/30/1992,64.9,Pleuronichthys verticalis,21,1,PLOO
FI00041,SD2,1/30/1992,64.9,Porichthys notatus,3,1,PLOO
FI00041,SD2,1/30/1992,64.9,Porichthys notatus,4,22,PLOO
FI00041,SD2,1/30/1992,64.9,Porichthys notatus,5,21,PLOO
FI00041,SD2,1/30/1992,64.9,Porichthys notatus,6,14,PLOO
FI00041,SD2,1/30/1992,64.9,Porichthys notatus,7,12,PLOO
FI00041,SD2,1/30/1992,64.9,Porichthys notatus,8,3,PLOO
FI00041,SD2,1/30/1992,64.9,Porichthys notatus,9,2,PLOO
